2021-01-23 20:31:53, 101, 1011.6376218712315, 131, -0.005837881967425346, 4037.992013671875
2021-01-23 20:32:09, 144, 1012.5976908319783, 131, -0.007981295689940451, 1430.1528486328125
2021-01-23 20:32:37, 212, 1012.6825389931987, 97, 0.005077666676603258, 3783.7834392089844
2021-01-23 20:32:38, 216, 1013.7513266525876, 123, 0.0010998024642467498, 127.4461295928955
2021-01-23 20:32:38, 218, 1014.6801619100129, 88, 0.0017263115346431734, 3321.6355146484375
2021-01-23 20:32:39, 220, 1015.3590166694, 94, -0.0070042275339365, 4201.857784667968
2021-01-23 20:32:40, 224, 1015.4054272306789, 89, -0.003872546782717109, 4452.602179199219
2021-01-23 20:32:52, 253, 1017.533668525302, 83, -0.0014054245278239254, 4137.931454589843
2021-01-23 20:32:53, 254, 1018.5640131693236, 73, -0.006008164532482624, 309.94234020996095
2021-01-23 20:32:59, 261, 1019.259715126171, 100, -0.0008636914640665053, 2598.02798828125
2021-01-23 20:33:00, 262, 1019.6032583517482, 104, -0.0011842326056212189, 1640.6757026367186
2021-01-23 20:33:00, 264, 1020.7049666733093, 80, -0.01761064514890313, 994.6866895751954
2021-01-23 20:33:00, 265, 1022.8884582294917, 78, -0.009932132974267005, 1133.2430091552733
2021-01-23 20:33:01, 266, 1023.9473291142378, 91, -5.087789893150346e-05, 1563.204714477539
2021-01-23 20:33:01, 268, 1024.6821362367657, 104, -0.026459043147973715, 682.3703649902344
2021-01-23 20:33:05, 282, 1026.3590275293714, 82, 0.0026782598942518233, 1870.6664340820312
2021-01-23 20:33:06, 283, 1026.7585255839601, 111, -0.0018200093507766723, 1663.3968947753906
2021-01-23 20:34:01, 416, 1027.2579442158444, 103, -1.2483268976211945e-05, 1580.7309025878903
2021-01-23 20:34:03, 417, 1028.1839677325352, 95, -0.0007800438553094863, 1304.9200564575194
2021-01-23 20:34:07, 423, 1030.1147681441073, 82, -0.0006156439483165742, 1640.4668770751953
2021-01-23 20:34:07, 424, 1033.5485625264644, 59, -0.009071110129356384, 8625.780150390625
2021-01-23 20:34:09, 430, 1035.9390627198513, 84, -0.005009694675914943, 3379.099646728516
2021-01-23 20:34:09, 431, 1036.2445546735455, 68, -0.0020065165832638746, 2026.072131591797
2021-01-23 20:34:10, 435, 1037.5024644709042, 110, -0.007274257302284241, 3393.5922326660157
2021-01-23 20:34:12, 441, 1038.9458463652327, 107, -0.0022541379583999512, 625.630940612793
2021-01-23 20:34:14, 448, 1039.1623358888621, 72, 0.002442070625722408, 1490.3653967285156
