2021-01-11 13:33:13, 101, 1028.8553405149287, 165
2021-01-11 13:33:33, 157, 1029.9768131509381, 173
2021-01-11 13:33:33, 158, 1030.279603597519, 177
2021-01-11 13:33:33, 159, 1031.6208692165058, 181
2021-01-11 13:33:33, 160, 1032.327756397428, 173
2021-01-11 13:33:35, 163, 1033.277669408189, 159
2021-01-11 13:33:58, 227, 1033.8544331941923, 187
2021-01-11 13:33:58, 228, 1033.9208068100115, 209
2021-01-11 13:33:58, 229, 1034.3535945014455, 190
2021-01-11 13:34:00, 233, 1035.3207501688446, 173
2021-01-11 13:34:01, 234, 1035.611884669536, 201
2021-01-11 13:34:01, 236, 1037.851405094575, 185
2021-01-11 13:34:02, 238, 1038.2777328068098, 179
2021-01-11 13:34:55, 392, 1039.818864818653, 137
2021-01-11 13:34:56, 393, 1041.455197900953, 164
2021-01-11 13:34:57, 394, 1041.979922720431, 140
2021-01-11 13:34:57, 398, 1043.0116749009453, 162
2021-01-11 13:34:58, 400, 1045.5492776444842, 170
2021-01-11 13:35:00, 405, 1045.7352697065971, 149
2021-01-11 13:35:00, 406, 1046.3493811710568, 130
2021-01-11 13:35:14, 442, 1046.9953005884754, 141
2021-01-11 13:36:53, 714, 1047.3491301048512, 157
2021-01-11 13:36:53, 717, 1048.7731050100826, 142
2021-01-11 13:39:33, 1159, 1048.9461291494633, 164
2021-01-11 13:39:35, 1161, 1049.638180030037, 155
2021-01-11 13:39:41, 1181, 1051.311318075541, 161
2021-01-11 13:41:50, 1545, 1052.2179168980554, 109
2021-01-11 13:41:50, 1546, 1053.6495953242404, 97
2021-01-11 13:41:52, 1552, 1054.5217263780382, 107
2021-01-11 13:41:53, 1553, 1054.6610343614636, 119
2021-01-11 13:41:53, 1554, 1056.0037376791568, 105
2021-01-11 13:42:04, 1585, 1056.7059678032736, 65
2021-01-11 13:42:04, 1586, 1059.0943514894843, 67
2021-01-11 13:43:52, 1903, 1062.4415596214358, 145
2021-01-11 13:43:52, 1904, 1062.685142185223, 160
2021-01-11 13:43:54, 1905, 1062.825566673244, 158
2021-01-11 13:43:54, 1906, 1064.5449007544544, 147
2021-01-11 13:53:07, 3530, 1065.7105732021619, 145
2021-01-11 13:53:07, 3531, 1067.4108237469966, 121
2021-01-11 13:53:08, 3534, 1069.8040849506003, 195
2021-01-11 13:53:08, 3535, 1071.3382428562484, 127
2021-01-11 13:53:09, 3537, 1071.9605135791803, 145
2021-01-11 13:53:10, 3539, 1072.1523857873185, 92
2021-01-11 13:53:10, 3541, 1073.2508267336643, 83
2021-01-11 13:53:13, 3550, 1073.8346401680756, 105
2021-01-11 13:53:13, 3551, 1074.6447740382766, 135
2021-01-11 13:53:15, 3553, 1077.848242347349, 105
2021-01-11 13:53:15, 3554, 1079.317143015672, 107
2021-01-11 13:53:16, 3558, 1079.6437097613411, 129
2021-01-11 13:53:36, 3617, 1080.143576979431, 197
2021-01-11 13:53:37, 3618, 1080.1917978321553, 185
2021-01-11 13:53:45, 3644, 1080.756008630468, 145
2021-01-11 13:53:50, 3657, 1080.9204807638991, 171
2021-01-11 13:53:50, 3659, 1082.8534945452707, 220
2021-01-11 13:53:51, 3661, 1084.0057199938929, 203
2021-01-11 13:53:51, 3662, 1084.887760605022, 149
2021-01-11 13:53:51, 3664, 1084.9245714230296, 197
2021-01-11 13:53:53, 3665, 1086.753276076943, 165
2021-01-11 13:53:53, 3666, 1090.2719819264023, 220
2021-01-11 13:53:56, 3674, 1090.2871951437423, 160
2021-01-11 13:53:56, 3676, 1091.1602459527237, 144
2021-01-11 13:53:56, 3677, 1091.7000803825729, 173
2021-01-11 13:53:56, 3678, 1092.1625649509017, 96
2021-01-11 13:53:57, 3679, 1094.791914038432, 135
2021-01-11 13:53:57, 3680, 1096.679230524866, 111
2021-01-11 13:53:58, 3683, 1098.0588998950502, 111
2021-01-11 13:53:59, 3684, 1100.0063175875525, 158
2021-01-11 13:53:59, 3685, 1101.4067802127481, 99
2021-01-11 13:53:59, 3686, 1102.891103219361, 167
2021-01-11 13:54:01, 3689, 1103.6141621083498, 143
2021-01-11 13:58:10, 4421, 1105.703651155779, 177
2021-01-11 13:58:12, 4430, 1106.5790728640286, 153
2021-01-11 13:58:13, 4431, 1106.6451293961165, 219
2021-01-11 13:58:13, 4432, 1107.9766075857347, 143
2021-01-11 14:00:05, 4761, 1108.706544673633, 178
2021-01-11 14:00:05, 4762, 1109.5780776118186, 63
2021-01-11 14:00:07, 4768, 1110.9412844798449, 158
2021-01-11 14:00:11, 4778, 1111.0407975899623, 200
2021-01-11 14:00:11, 4779, 1113.1985188246254, 65
2021-01-11 14:00:11, 4780, 1115.047690614624, 81
2021-01-11 14:00:12, 4783, 1115.2031765378122, 187
2021-01-11 14:00:14, 4788, 1116.855302423518, 97
2021-01-11 14:00:52, 4897, 1117.4207473787544, 103
2021-01-11 14:00:52, 4898, 1118.2382119806525, 211
2021-01-11 14:00:55, 4906, 1119.7248137890517, 81
2021-01-11 14:00:55, 4907, 1121.071513955394, 87
2021-01-11 14:00:56, 4912, 1121.1616239554323, 157
2021-01-11 14:01:03, 4931, 1122.8654589886437, 59
2021-01-11 14:01:04, 4932, 1124.3737601039795, 55
2021-01-11 14:01:06, 4939, 1124.4873202659678, 58
2021-01-11 14:01:07, 4942, 1124.7800485393602, 98
2021-01-11 14:01:07, 4943, 1127.533360059465, 89
2021-01-11 14:01:08, 4945, 1127.8544444056697, 91
2021-01-11 14:01:09, 4946, 1128.7665294028216, 169
2021-01-11 14:01:09, 4947, 1129.4311099240067, 71
2021-01-11 14:01:12, 4956, 1129.624716760052, 175
2021-01-11 14:01:12, 4957, 1132.5987540280512, 131
2021-01-11 14:01:12, 4959, 1132.689503372918, 61
2021-01-11 14:01:14, 4962, 1133.279970075785, 121
2021-01-11 14:01:15, 4967, 1133.4935874898936, 108
2021-01-11 14:01:17, 4971, 1133.840016085068, 43
2021-01-11 14:01:17, 4973, 1136.8307295044795, 103
2021-01-11 14:01:18, 4976, 1139.0454933764763, 63
2021-01-11 14:01:20, 4978, 1140.7470076849809, 137
2021-01-11 14:01:21, 4982, 1141.6708692232442, 143
2021-01-11 14:01:21, 4983, 1143.5524921268918, 91
2021-01-11 14:01:21, 4984, 1144.9808015527985, 57
2021-01-11 14:01:23, 4987, 1144.9949713574335, 176
2021-01-11 14:08:27, 6134, 1145.1504388115247, 91
2021-01-11 14:08:27, 6135, 1145.655227995408, 83
2021-01-11 14:08:27, 6136, 1147.2566115956697, 67
2021-01-11 14:08:30, 6141, 1147.686203794315, 92
2021-01-11 14:08:30, 6143, 1148.9760493874749, 92
2021-01-11 14:08:30, 6144, 1149.4157929694165, 153
2021-01-11 14:20:16, 8214, 1149.7665012707066, 87
2021-01-11 14:20:18, 8219, 1150.1038132918302, 65
2021-01-11 14:20:18, 8220, 1151.6682907459347, 183
2021-01-11 14:21:09, 8371, 1152.18426222139, 57
2021-01-11 14:21:10, 8374, 1154.3139349627015, 45
2021-01-11 14:21:11, 8377, 1155.0293976450257, 77
2021-01-11 14:21:12, 8378, 1157.4053999421426, 149
2021-01-11 14:21:12, 8381, 1157.8238309584237, 124
2021-01-11 14:23:54, 8851, 1159.6222540803508, 176
2021-01-11 14:23:56, 8857, 1160.4237409933899, 108
2021-01-11 14:23:56, 8858, 1161.8035487831603, 105
2021-01-11 14:23:57, 8859, 1166.260981394759, 95
2021-01-11 14:23:57, 8860, 1166.575802168059, 150
2021-01-11 14:23:58, 8864, 1167.4542016948737, 171
2021-01-11 14:23:59, 8865, 1168.2684123835293, 91
2021-01-11 14:23:59, 8866, 1168.7907858757035, 57
2021-01-11 14:24:00, 8867, 1170.2884994071744, 95
2021-01-11 14:27:34, 9500, 1172.5022461783003, 97
2021-01-11 14:27:34, 9501, 1174.4396159295509, 71
2021-01-11 14:27:34, 9502, 1174.5521506535965, 91
2021-01-11 14:27:38, 9513, 1175.8735016097485, 137
2021-01-11 14:27:39, 9514, 1175.90290249201, 150
2021-01-11 14:27:39, 9515, 1178.2443337819218, 73
2021-01-11 14:27:39, 9516, 1178.5077912809313, 57
2021-01-11 14:27:40, 9518, 1179.0254104518028, 66
2021-01-11 14:27:42, 9524, 1182.8976040957302, 163
2021-01-11 14:27:42, 9525, 1184.2124564276303, 183
2021-01-11 14:27:42, 9526, 1187.0101852912405, 79
2021-01-11 14:27:44, 9531, 1189.005361577203, 147
2021-01-11 14:27:45, 9534, 1189.5545923426332, 97
2021-01-11 14:27:47, 9540, 1190.5774239892019, 179
2021-01-11 14:45:49, 12729, 1192.2177408574007, 71
2021-01-11 14:45:53, 12741, 1193.976068474967, 136
2021-01-11 14:45:53, 12742, 1194.0381831235532, 152
2021-01-11 14:45:53, 12743, 1195.8309709578375, 97
2021-01-11 14:45:56, 12752, 1197.571167302576, 102
2021-01-11 14:49:54, 13453, 1200.4265558721518, 158
2021-01-11 14:57:35, 14804, 1201.291875405056, 95
2021-01-11 14:57:35, 14806, 1201.9665117286263, 163
2021-01-11 14:57:36, 14807, 1203.5338006725303, 67
2021-01-11 14:57:36, 14808, 1206.8238545117015, 125
